country_label,primary_language,category,name_local,name_english,official_website,confidence,statutory_role,notes,tool_name,tool_category,use_case,evidence_strength,source_type,source_title,source_date,source_link,exact_snippet_or_quote,why_it_supports_the_claim,notes
Brazil,Portuguese,MarketOperator,Câmara de Comercialização de Energia Elétrica,Electric Energy Trading Chamber (CCEE),https://www.ccee.org.br/,HIGH,Wholesale electricity market clearing and trading chamber,,DESSEM,market_simulation,Operation planning inputs to price formation (PLD) alongside ONS.,HIGH,official_report,ONS: Curso Modelos de Planejamento e Programação da Operação – Modelos DECOMP e DESSEM,,https://www.ons.org.br/Paginas/Noticias/2024/20240909-curso-modelos-de-planejamento-e-programacao.aspx,"Os modelos Newave, Decomp e Dessem são utilizados … e operados pelo ONS e CCEE no planejamento e programação da operação e na formação de preços.",The ONS states these named models are used and operated by ONS/CCEE for operation planning/programming and price formation.,
Brazil,Portuguese,SystemPlanningBody,Empresa de Pesquisa Energética,Energy Research Office (EPE),https://www.epe.gov.br/,HIGH,National energy system planning and studies,,NEWAVE,planning_expansion,Decennial energy planning studies (PDE) / sector planning model.,MED,official_methodology,CEPEL: NEWAVE,,https://www.cepel.br/pt_br/produtos/newave.htm,NEWAVE … modelo computacional de planejamento do setor elétrico.,CEPEL’s product page identifies NEWAVE as the planning model used in Brazilian sector planning (incl. PDE).,Evidence is from model developer (CEPEL); direct EPE sources not used here.
Brazil,Portuguese,NuclearAgency,Comissão Nacional de Energia Nuclear,National Nuclear Energy Commission (CNEN),https://www.gov.br/cnen/,HIGH,National nuclear authority and regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Brazil,Portuguese,EnergyIndustryAssociation,Associação Brasileira das Grandes Empresas Geradoras de Energia Elétrica,Brazilian Association of Large Electricity Generators (ABRAGE),https://abrage.org.br/,MED,National generation industry association,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Brazil,Portuguese,RenewableIndustryAssociation,Associação Brasileira de Energia Solar Fotovoltaica,Brazilian Solar Photovoltaic Energy Association (ABSOLAR),https://www.absolar.org.br/,MED,Renewable energy industry association (solar PV),,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Brazil,Portuguese,AdvisoryCouncil,Conselho Nacional de Política Energética,National Council for Energy Policy (CNPE),https://www.gov.br/mme/pt-br/assuntos/conselhos-e-comites/conselho-nacional-de-politica-energetica-cnpe,MED,National energy policy advisory/decision council,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Brazil,Portuguese,EnergyResearchInstitute,Centro de Pesquisas de Energia Elétrica,Electric Power Research Center (CEPEL),https://www.cepel.br/,MED,National electricity sector research institute,,NEWAVE,planning_expansion,Develops/maintains NEWAVE planning model for Brazilian power sector.,HIGH,official_methodology,CEPEL: NEWAVE,,https://www.cepel.br/pt_br/produtos/newave.htm,O NEWAVE é um modelo computacional de planejamento do setor elétrico.,CEPEL’s official product page identifies NEWAVE as a sector planning computational model.,
Brazil,Portuguese,EnergyResearchInstitute,Centro de Pesquisas de Energia Elétrica,Electric Power Research Center (CEPEL),https://www.cepel.br/,MED,National electricity sector research institute,,DECOMP,production_cost_uc,Develops/maintains DECOMP short-term operation planning model.,HIGH,official_methodology,CEPEL: DECOMP,,https://www.cepel.br/pt_br/produtos/decomp.htm,DECOMP constitui a ferramenta oficial utilizada pelo ONS … e pela CCEE … para definição do PLD.,"CEPEL describes DECOMP as the official tool used by ONS and CCEE, including for PLD price definition.",
Brazil,Portuguese,EnergyResearchInstitute,Centro de Pesquisas de Energia Elétrica,Electric Power Research Center (CEPEL),https://www.cepel.br/,MED,National electricity sector research institute,,DESSEM,production_cost_uc,Develops/maintains DESSEM short-term dispatch model.,HIGH,official_methodology,CEPEL: DESSEM,,https://www.cepel.br/pt_br/produtos/dessem.htm,DESSEM constitui a ferramenta oficial utilizada pelo ONS … no curto prazo.,CEPEL describes DESSEM as the official tool used by ONS for short-term operation.,
Mexico,Spanish,TSO,Comisión Federal de Electricidad,Federal Electricity Commission (CFE),https://www.cfe.mx/,HIGH,Owns/operates national transmission assets (through CFE transmission function),,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Mexico,Spanish,ElectricityRegulator,Comisión Nacional de Energía,National Energy Commission (CNE),https://www.gob.mx/cne,MED,National energy regulator (successor integrating former regulators),Sector governance reformed in 2025; CNE positioned as successor to CRE/CNH.,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Mexico,Spanish,EnergyMinistry,Secretaría de Energía,Secretariat of Energy (SENER),https://www.gob.mx/sener,HIGH,National energy and electricity policy ministry,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Mexico,Spanish,MarketOperator,Centro Nacional de Control de Energía,National Center for Energy Control (CENACE),https://www.gob.mx/cenace,HIGH,Electricity market operator and dispatch coordinator,,PLEXOS,market_simulation,Energy market simulations and short-term planning.,HIGH,tender_procurement,CENACE: Anexo 1 (POBAL) — Renovación de licencias PLEXOS (DSI-2017-064),,https://www.cenace.gob.mx/Docs/16_MARCOREGULATORIO/POBAL/Anexo1_UPLE_PLE_DSI-2017-064.pdf,El CENACE cuenta con derecho de 18 licencias de PLEXOS … utilizado para simulaciones del mercado energético y planeación.,The CENACE procurement annex states it holds 18 PLEXOS licenses and uses them for energy market simulations and planning.,
Mexico,Spanish,ISO_RTO,Centro Nacional de Control de Energía,National Center for Energy Control (CENACE),https://www.gob.mx/cenace,HIGH,Independent system operator (system operation and dispatch),Same institution as MarketOperator; retained due to distinct role.,PLEXOS,market_simulation,Energy market simulations and short-term planning.,HIGH,tender_procurement,CENACE: Anexo 1 (POBAL) — Renovación de licencias PLEXOS (DSI-2017-064),,https://www.cenace.gob.mx/Docs/16_MARCOREGULATORIO/POBAL/Anexo1_UPLE_PLE_DSI-2017-064.pdf,El CENACE cuenta con derecho de 18 licencias de PLEXOS … utilizado para simulaciones del mercado energético y planeación.,The CENACE procurement annex states it holds 18 PLEXOS licenses and uses them for energy market simulations and planning.,
Mexico,Spanish,SystemPlanningBody,Secretaría de Energía,Secretariat of Energy (SENER),https://www.gob.mx/sener,HIGH,Power sector planning and policy instruments,Same institution as EnergyMinistry; retained due to distinct role.,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Mexico,Spanish,NuclearAgency,Comisión Nacional de Seguridad Nuclear y Salvaguardias,National Commission for Nuclear Safety and Safeguards (CNSNS),https://www.gob.mx/cnsns,HIGH,Nuclear and radiological safety regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Mexico,Spanish,EnergyIndustryAssociation,Asociación Mexicana de Energía,Mexican Energy Association (AME),https://www.amenergia.org/,MED,National energy industry association (electricity and fuels),,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Mexico,Spanish,RenewableIndustryAssociation,Asociación Mexicana de Energía Solar,Mexican Solar Energy Association (ASOLMEX),https://www.asolmex.org/,MED,Renewable energy industry association (solar),,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Mexico,Spanish,EnergyResearchInstitute,Instituto Nacional de Electricidad y Energías Limpias,National Institute of Electricity and Clean Energies (INEEL),https://www.ineel.mx/,HIGH,National electricity and clean energy research institute,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Türkiye,Turkish,TSO,Türkiye Elektrik İletim A.Ş.,Turkish Electricity Transmission Corporation (TEİAŞ),https://www.teias.gov.tr/,HIGH,National transmission system operator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Türkiye,Turkish,ElectricityRegulator,Enerji Piyasası Düzenleme Kurumu,Energy Market Regulatory Authority (EPDK),https://www.epdk.gov.tr/,HIGH,National energy/electricity market regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Türkiye,Turkish,EnergyMinistry,T.C. Enerji ve Tabii Kaynaklar Bakanlığı,Ministry of Energy and Natural Resources (ETKB),https://www.enerji.gov.tr/,HIGH,National energy policy ministry,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Türkiye,Turkish,MarketOperator,Enerji Piyasaları İşletme A.Ş.,Energy Exchange Istanbul (EPİAŞ),https://www.epias.com.tr/,HIGH,Power exchange / market operator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Türkiye,Turkish,SystemPlanningBody,Türkiye Elektrik İletim A.Ş.,Turkish Electricity Transmission Corporation (TEİAŞ),https://www.teias.gov.tr/,HIGH,Transmission development planning and system planning,Same institution as TSO; retained due to distinct role.,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Türkiye,Turkish,RenewablesAgency,Yenilenebilir Enerji Genel Müdürlüğü,General Directorate of Renewable Energy (YEGM),https://www.yegm.gov.tr/,HIGH,National renewables programmes and policy implementation,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Türkiye,Turkish,NuclearAgency,Nükleer Düzenleme Kurumu,Nuclear Regulatory Authority (NDK),https://www.ndk.gov.tr/,HIGH,Nuclear safety regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Türkiye,Turkish,EnergyIndustryAssociation,Elektrik Üreticileri Derneği,Electricity Producers Association (EÜD),https://www.eud.org.tr/,MED,National electricity generation industry association,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Türkiye,Turkish,RenewableIndustryAssociation,Güneş Enerjisi Sanayicileri ve Endüstrisi Derneği,Solar Energy Industrialists and Industry Association (GÜNDER),https://www.gunder.org.tr/,MED,Renewable energy industry association (solar),,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Türkiye,Turkish,EnergyResearchInstitute,TÜBİTAK Marmara Araştırma Merkezi Enerji Enstitüsü,TÜBİTAK MAM Energy Institute,https://mam.tubitak.gov.tr/en,MED,National energy research institute,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Vietnam,Vietnamese,TSO,Tổng công ty Truyền tải điện Quốc gia,National Power Transmission Corporation (EVNNPT),https://www.npt.com.vn/,HIGH,National transmission company (EVN subsidiary),,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Vietnam,Vietnamese,ElectricityRegulator,Cục Điện lực,Electricity Authority of Viet Nam (EAV),https://www.eav.gov.vn/,MED,"Electricity regulatory authority (licensing, regulation)",,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Vietnam,Vietnamese,EnergyMinistry,Bộ Công Thương,Ministry of Industry and Trade (MOIT),https://moit.gov.vn/,HIGH,National electricity and energy policy ministry,,PLEXOS,planning_expansion,MOIT EREA planning via Power Capacity Model (PCM).,MED,official_report,USAID V-LEEP: Power Capacity Model (PCM) Capacity Conference Report (Vietnam),,https://vepg.vn/wp-content/uploads/2020/06/V-LEEP_PCM_Capacity_Conference_Report_Final_ENG.pdf,V-LEEP … help MOIT EREA and IEVN … using a licensed PCM software (PLEXOS).,The report states MOIT EREA and the Institute of Energy Vietnam use the licensed PCM software PLEXOS for planning.,Model referenced for MOIT’s EREA; MOIT-wide usage may be broader.
Vietnam,Vietnamese,MarketOperator,Công ty TNHH MTV Vận hành hệ thống điện và thị trường điện quốc gia,National Power System and Market Operation Company (NSMO),https://nsmo.vn/,HIGH,National electricity market operation,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Vietnam,Vietnamese,ISO_RTO,Công ty TNHH MTV Vận hành hệ thống điện và thị trường điện quốc gia,National Power System and Market Operation Company (NSMO),https://nsmo.vn/,HIGH,National system operator (dispatch and system operation),Same institution as MarketOperator; retained due to distinct role.,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Vietnam,Vietnamese,SystemPlanningBody,Viện Năng lượng,Institute of Energy (IE),http://viennangluong.vn/,MED,National power system planning studies and master planning support,,PLEXOS,planning_expansion,Power Capacity Model (PCM) for planning / capacity expansion analysis.,HIGH,official_report,USAID V-LEEP: Power Capacity Model (PCM) Capacity Conference Report (Vietnam),,https://vepg.vn/wp-content/uploads/2020/06/V-LEEP_PCM_Capacity_Conference_Report_Final_ENG.pdf,V-LEEP … help MOIT EREA and IEVN … using a licensed PCM software (PLEXOS).,The report states MOIT EREA and the Institute of Energy Vietnam use the licensed PCM software PLEXOS for planning.,
Vietnam,Vietnamese,NuclearAgency,Cục An toàn bức xạ và hạt nhân,Vietnam Agency for Radiation and Nuclear Safety (VARANS),https://www.varans.vn/,HIGH,Nuclear and radiation safety authority,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Vietnam,Vietnamese,EnergyIndustryAssociation,Hiệp hội Năng lượng Việt Nam,Vietnam Energy Association (VEA),https://vea.org.vn/,MED,National energy industry association,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Vietnam,Vietnamese,EnergyResearchInstitute,Viện Năng lượng,Institute of Energy (IE),http://viennangluong.vn/,MED,National energy research institute,Same institution as SystemPlanningBody; retained due to distinct role.,PLEXOS,planning_expansion,Power Capacity Model (PCM) for planning / capacity expansion analysis.,HIGH,official_report,USAID V-LEEP: Power Capacity Model (PCM) Capacity Conference Report (Vietnam),,https://vepg.vn/wp-content/uploads/2020/06/V-LEEP_PCM_Capacity_Conference_Report_Final_ENG.pdf,V-LEEP … help MOIT EREA and IEVN … using a licensed PCM software (PLEXOS).,The report states MOIT EREA and the Institute of Energy Vietnam use the licensed PCM software PLEXOS for planning.,
Egypt,Arabic,TSO,الشركة المصرية لنقل الكهرباء,Egyptian Electricity Transmission Company (EETC),https://www.eetc.net.eg/,HIGH,National electricity transmission company,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Egypt,Arabic,ElectricityRegulator,جهاز تنظيم مرفق الكهرباء وحماية المستهلك,Egyptian Electric Utility and Consumer Protection Regulatory Agency (EgyptERA),https://egyptera.org/,HIGH,National electricity regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Egypt,Arabic,EnergyMinistry,وزارة الكهرباء والطاقة المتجددة,Ministry of Electricity and Renewable Energy,http://www.moee.gov.eg/,HIGH,National electricity and energy ministry,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Egypt,Arabic,SystemPlanningBody,الشركة القابضة لكهرباء مصر,Egyptian Electricity Holding Company (EEHC),http://www.eehc.gov.eg/,MED,National electricity holding/planning coordination body for utilities,,EViews,forecasting,Electricity demand forecasting (econometric).,MED,official_report,Egypt Power System Forecast Report (Nile Basin Initiative),,https://nileis.nilebasin.org/system/files/v4_egypt_power_system_forecast_report_english.pdf,EEHC … reruns EViews; uses EGEAS to explore different scenarios.,The report explicitly states EEHC uses EViews and EGEAS in its forecasting/scenario work.,
Egypt,Arabic,SystemPlanningBody,الشركة القابضة لكهرباء مصر,Egyptian Electricity Holding Company (EEHC),http://www.eehc.gov.eg/,MED,National electricity holding/planning coordination body for utilities,,EGEAS,planning_expansion,Scenario exploration / energy planning modelling.,MED,official_report,Egypt Power System Forecast Report (Nile Basin Initiative),,https://nileis.nilebasin.org/system/files/v4_egypt_power_system_forecast_report_english.pdf,EEHC … reruns EViews; uses EGEAS to explore different scenarios.,The report explicitly states EEHC uses EViews and EGEAS in its forecasting/scenario work.,
Egypt,Arabic,RenewablesAgency,هيئة الطاقة الجديدة والمتجددة,New and Renewable Energy Authority (NREA),https://nrea.gov.eg/,HIGH,National renewables development authority,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Egypt,Arabic,NuclearAgency,هيئة الرقابة النووية والإشعاعية,Egyptian Nuclear and Radiological Regulatory Authority (ENRRA),https://enrra.gov.eg/,MED,Nuclear and radiological regulatory authority,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Malaysia,Malay,TSO,Tenaga Nasional Berhad,Tenaga Nasional Berhad (TNB),https://www.tnb.com.my/,HIGH,Primary national electricity utility operating transmission and system operations,,PLEXOS,production_cost_uc,Participation in PLEXOS training for modelling/dispatch studies.,LOW,other,Single Buyer (Malaysia): NAC Workshop on PLEXOS Training,,https://www.singlebuyer.com.my/news/Pages/NAC-Workshop-on-PLEXOS-Training.aspx,Other participants from Malaysia include TNB … The training focused on … PLEXOS 8.,"The workshop notice lists TNB as a participant in PLEXOS training, indicating active use/exposure to the tool.","Evidence is training participation, not an explicit statement of operational deployment."
Malaysia,Malay,ElectricityRegulator,Suruhanjaya Tenaga,Energy Commission (ST),https://www.st.gov.my/,HIGH,National electricity and gas regulator,,PLEXOS,production_cost_uc,Unit commitment & economic dispatch for generation scheduling (Malaysia Grid Code context).,MED,presentation,Energy Commission (ST): Malaysian Grid Code Awareness Programme — SDC 1 Generation Scheduling,,https://www.st.gov.my/en/contents/presentations/grid2014/13.%20sdc1%20-%2027%20jan.pdf,A unit commitment economic dispatch software (PLEXOS) … is utilized to solve this complex problem.,The ST-hosted presentation states that PLEXOS UC/ED software is utilized for generation scheduling.,
Malaysia,Malay,EnergyMinistry,Kementerian Peralihan Tenaga dan Transformasi Air,Ministry of Energy Transition and Water Transformation (PETRA),https://www.petra.gov.my/,HIGH,National energy policy ministry for electricity and water,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Malaysia,Malay,SystemPlanningBody,Suruhanjaya Tenaga,Energy Commission (ST),https://www.st.gov.my/,MED,"Power sector planning, licensing and technical regulation",Same institution as ElectricityRegulator; retained due to distinct role.,PLEXOS,production_cost_uc,Unit commitment & economic dispatch for generation scheduling (Malaysia Grid Code context).,MED,presentation,Energy Commission (ST): Malaysian Grid Code Awareness Programme — SDC 1 Generation Scheduling,,https://www.st.gov.my/en/contents/presentations/grid2014/13.%20sdc1%20-%2027%20jan.pdf,A unit commitment economic dispatch software (PLEXOS) … is utilized to solve this complex problem.,The ST-hosted presentation states that PLEXOS UC/ED software is utilized for generation scheduling.,
Malaysia,Malay,RenewablesAgency,Pihak Berkuasa Pembangunan Tenaga Lestari Malaysia,Sustainable Energy Development Authority (SEDA) Malaysia,https://www.seda.gov.my/,HIGH,"National renewables policy implementation (e.g., FiT)",,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Malaysia,Malay,NuclearAgency,Lembaga Perlesenan Tenaga Atom,Atomic Energy Licensing Board (AELB),https://atom.gov.my/,MED,Atomic energy and radiation licensing authority,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Malaysia,Malay,EnergyResearchInstitute,Institute of Energy Policy and Research (UNITEN),Institute of Energy Policy and Research (IEPRe),https://www.uniten.edu.my/iepre/,LOW,Energy policy and power-sector research institute (major national energy university),National-level relevance via UNITEN/TNB ecosystem; include as LOW confidence.,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Nigeria,English,TSO,Transmission Company of Nigeria,Transmission Company of Nigeria (TCN),https://tcn.org.ng/,HIGH,National transmission company and system operator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Nigeria,English,ElectricityRegulator,Nigerian Electricity Regulatory Commission,Nigerian Electricity Regulatory Commission (NERC),https://nerc.gov.ng/,HIGH,National electricity regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Nigeria,English,EnergyMinistry,Federal Ministry of Power,Federal Ministry of Power (Nigeria),https://power.gov.ng/,MED,National electricity policy ministry,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Nigeria,English,MarketOperator,Nigerian Bulk Electricity Trading Plc,Nigerian Bulk Electricity Trading (NBET),https://nbet.com.ng/,MED,Bulk trader / market intermediary,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Nigeria,English,SystemPlanningBody,Energy Commission of Nigeria,Energy Commission of Nigeria (ECN),https://energy.gov.ng/,MED,National energy planning and coordination body,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Nigeria,English,RenewablesAgency,Rural Electrification Agency,Rural Electrification Agency (REA),https://rea.gov.ng/,MED,National off-grid and rural electrification programmes (incl. renewables),,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
